UID,MaritalStatus,CreditScore,AnnualIncome,NetWorth,EmploymentStatus,RiskScore,AgeGroup,PhoneNumber,Email
LEAD_7e4b98474b884cc7a34ae232ac351c6c,Divorced,622,71969,3170,Employed,36.8,36-50,'+91-7006054423',7e4b98@example.com
LEAD_4e72e6b6e08a4380b73a99465f854ef4,Divorced,499,30541,145292,Employed,49.0,36-50,'+91-3704625807',4e72e6@mail.com
LEAD_c8373c3cb85d42f38d2a54d9e7ce1d16,Married,563,32993,167153,Employed,48.0,18-25,'+91-0465090164',c8373c@testmail.in
LEAD_43c8de99497848a9ac685b2316ac0cf4,Single,591,19798,152395,Employed,54.0,26-35,'+91-7903401225',43c8de@testmail.in
LEAD_2e183ea8ab2c432bb171e18bc4cf1f5a,Married,618,45634,1302,Employed,40.0,36-50,'+91-2410475299',2e183e@testmail.in
LEAD_bb7191518eb0475fa8c33022a3775ec2,Married,565,19309,31259,Employed,53.0,36-50,'+91-0441820958',bb7191@testmail.in
LEAD_716315e6c6ed43dd98b05cb18a7757e5,Married,594,35476,3824,Employed,51.0,36-50,'+91-6350329711',716315@example.com
LEAD_cc814edf668b45788395472ba645c117,Single,588,38046,3109,Employed,57.0,36-50,'+91-1475022237',cc814e@mail.com
LEAD_5545d3a5c31f4b19b3a43c7fd7fad96e,Divorced,618,22606,39738,Employed,53.0,36-50,'+91-5846012897',5545d3@testmail.in
LEAD_5042687d5744408b855bfcad5a35ec04,Single,618,52166,6169,Employed,60.0,36-50,'+91-6940508006',504268@testmail.in
LEAD_3f9b8b5479664872a4e96f1a66030f98,Married,554,56825,20708,Employed,55.0,26-35,'+91-7163051979',3f9b8b@example.com
LEAD_837cdf338d6d4c449811cc6f57f3d826,Married,620,58526,6045,Self-Employed,51.0,51+,'+91-1213070814',837cdf@example.com
LEAD_7cb985de7b8b449c9c06ac07ba3e6ca0,Single,576,16969,42301,Employed,65.0,26-35,'+91-1638898522',7cb985@example.com
LEAD_da04309808144d7bba52e20e831ff506,Married,595,145425,7262,Self-Employed,46.4,18-25,'+91-5162178601',da0430@testmail.in
LEAD_9c249c4c8f194e9c9c504dff89ffc564,Married,500,46445,188888,Employed,40.0,26-35,'+91-0323908809',9c249c@example.com
LEAD_e2adb118c04147b1a5fdf1e046e79ffd,Single,591,15000,42150,Employed,51.0,26-35,'+91-1094138093',e2adb1@mail.com
LEAD_1657a4df104c4a7b810e04922e789174,Single,529,45222,136644,Employed,46.0,51+,'+91-3822942415',1657a4@mail.com
LEAD_e98b85b247e544da9dff20e805046c43,Married,555,41981,141420,Employed,46.0,36-50,'+91-3093766156',e98b85@testmail.in
LEAD_2e443d51d7424a0a9e624f2ed8e11ed7,Married,600,35650,87739,Employed,50.0,36-50,'+91-9811810679',2e443d@mail.com
LEAD_d129eae91f45498ca42aaeb437eb8a7a,Married,513,72801,5575,Employed,51.0,18-25,'+91-2261358557',d129ea@example.com
LEAD_d47bb940cf284012997fc66f63a5a6a6,Married,569,83501,86784,Self-Employed,49.0,36-50,'+91-4482284073',d47bb9@testmail.in
LEAD_c86347b8ef31472d96bc68196233fa7d,Single,595,65730,8791,Employed,51.0,26-35,'+91-9382429480',c86347@testmail.in
LEAD_b50ea913df5740b2923e1e47afc943d8,Married,604,46646,27350,Unemployed,51.0,36-50,'+91-0077622395',b50ea9@example.com
LEAD_8ecb1c66fed349988a6e59c278932cd0,Married,605,90898,75734,Employed,36.8,51+,'+91-0287472908',8ecb1c@example.com
LEAD_9306b6634217459598dc54bc2fdff211,Single,509,36813,5902,Employed,54.0,36-50,'+91-1220683296',9306b6@example.com
LEAD_1acd8696470b4fb7855d9fcb55351caf,Married,457,42783,70660,Employed,57.0,18-25,'+91-0956738206',1acd86@testmail.in
LEAD_9f631292d87844a3904d625d0b4a0f84,Single,601,54604,223595,Employed,50.0,18-25,'+91-4045066645',9f6312@mail.com
LEAD_35e89c85fd634f5685f07e83010fd5fa,Divorced,565,24064,9387,Employed,60.0,36-50,'+91-1418579656',35e89c@mail.com
LEAD_23210f4a4345434097b82d115dfe6636,Single,506,15000,35597,Employed,55.0,18-25,'+91-8725491719',23210f@testmail.in
LEAD_025dd06cc5b942ecaec11028193fbc22,Married,570,15000,57478,Self-Employed,61.0,36-50,'+91-6386253420',025dd0@example.com
LEAD_4c942b8d966f4673aa089b583616e2b0,Married,594,181155,31438,Employed,44.0,36-50,'+91-9092157712',4c942b@example.com
LEAD_4345554fe9344da4b0cced85d571b537,Single,636,84281,28599,Employed,39.2,36-50,'+91-9344144780',434555@testmail.in
LEAD_5440052229334e4b8086139a74eedf02,Single,567,66152,54833,Employed,49.0,26-35,'+91-4990947407',544005@example.com
LEAD_ca231822ab7845fd84fadef2cea17082,Widowed,626,124032,1555,Employed,37.6,51+,'+91-4229387483',ca2318@mail.com
LEAD_751a10e835a94e33a157f66bd76a8a6c,Married,671,29029,220057,Employed,56.0,51+,'+91-9169485243',751a10@example.com
LEAD_0a49feded063445eae2d98037b0a69a9,Married,482,30915,52626,Unemployed,52.0,36-50,'+91-2125143582',0a49fe@example.com
LEAD_fada7247af0a4f8d937e58ea95321f67,Single,583,29764,37282,Unemployed,55.0,36-50,'+91-9072376310',fada72@testmail.in
LEAD_422688cf8b984ff08a3c5880ed979ac5,Single,526,177224,142191,Employed,37.6,36-50,'+91-0919801630',422688@mail.com
LEAD_72c43439c88c4511a08d815d9b0c8b81,Single,553,22026,37907,Employed,64.0,36-50,'+91-2927027916',72c434@mail.com
LEAD_32f45dbb6cc04def974df381f52f99ff,Married,607,106478,149429,Employed,36.0,26-35,'+91-9460036858',32f45d@example.com
LEAD_a041270557a14826bde21cc33994188f,Married,546,30034,9172,Employed,57.0,26-35,'+91-4798529606',a04127@mail.com
LEAD_8cb3a3fbfa1e4ebaba1e979b24e66596,Married,593,42877,79437,Employed,54.0,26-35,'+91-8966766085',8cb3a3@mail.com
LEAD_d99062b39dbf4a0987458734a585948a,Widowed,586,104003,27771,Employed,40.8,36-50,'+91-5936701140',d99062@example.com
LEAD_dcebccfc1ead4fae9f3422bc22133c93,Married,617,60840,31443,Unemployed,52.0,26-35,'+91-0015800942',dcebcc@mail.com
LEAD_ad7bf6dfb157448f95a0e20206d53f1a,Divorced,515,49001,45076,Employed,54.0,18-25,'+91-9300692468',ad7bf6@testmail.in
LEAD_58144eedbbc6447297e1d96692ae0789,Single,648,212757,56782,Employed,36.0,36-50,'+91-2302126762',58144e@testmail.in
LEAD_571b6edfcde1417798fdba2ec295238c,Divorced,486,15000,61541,Employed,49.0,36-50,'+91-0642855696',571b6e@testmail.in
LEAD_82b9b8c569084957b4a5d36321784461,Married,583,28954,6153,Self-Employed,59.0,51+,'+91-6890768412',82b9b8@testmail.in
LEAD_4c4010cbd2bb4043b5bbb10fc964e431,Single,603,39923,5286,Employed,58.0,36-50,'+91-5123690551',4c4010@mail.com
LEAD_2e5ac4b0b808416ab84a31e56b46a477,Divorced,581,76498,2001,Employed,42.4,18-25,'+91-2730783458',2e5ac4@mail.com
LEAD_b903e32bd41943ceb74cb64cb9e9a253,Single,469,31126,28783,Employed,57.0,18-25,'+91-7595513832',b903e3@testmail.in
LEAD_a02044a1825c45fe93a3db5ad4c93bd0,Married,483,70370,327838,Employed,36.8,26-35,'+91-2562823628',a02044@example.com
LEAD_2eb0a063468d4eb1aea9f3562629df7b,Married,560,15000,15439,Employed,60.0,26-35,'+91-0197112707',2eb0a0@mail.com
LEAD_6e6af8b9173d45539ca810a2a29d5e48,Married,578,102963,10466,Employed,38.4,51+,'+91-9198392109',6e6af8@example.com
LEAD_9d26fe4df49f43dea8adf4831fdbd2a2,Married,578,75902,83805,Employed,48.0,36-50,'+91-8604984686',9d26fe@testmail.in
LEAD_b167d5053e644df6b496c650b90e7ba7,Widowed,532,23009,48565,Employed,55.0,51+,'+91-7257099903',b167d5@example.com
LEAD_29bbc4b90d0242f1944e7c55f7759494,Married,578,37097,57171,Employed,62.0,18-25,'+91-0145336127',29bbc4@testmail.in
LEAD_4332343363684f0ea03b4092ec2d36bc,Married,564,38690,150077,Employed,47.0,51+,'+91-1539375835',433234@testmail.in
LEAD_a72ee4f3a2cf4cb3a88591b7956b697f,Married,639,66842,89556,Unemployed,59.0,36-50,'+91-1305860081',a72ee4@testmail.in
LEAD_c15f78816b67459c91d7fc4ab5cc9ace,Single,486,84935,3451,Employed,55.0,18-25,'+91-4341547768',c15f78@testmail.in
LEAD_9e7774907d6947c8a0bdef668f579ac1,Single,623,32972,7495,Employed,54.0,51+,'+91-4950077543',9e7774@testmail.in
LEAD_99649c70dc7b4dd5abf26ceb94510779,Single,593,43197,28308,Employed,61.0,36-50,'+91-4735955765',99649c@mail.com
LEAD_3071c6bebd5543a39944ec82909971a7,Single,530,54844,20260,Employed,50.0,36-50,'+91-8813836918',3071c6@example.com
LEAD_0ed7cd1fc266494181f15d2ee672a3f6,Single,505,36268,4463,Employed,54.0,26-35,'+91-3751056536',0ed7cd@example.com
LEAD_b42ac7e100cf4bfd8c5d2f371429563f,Single,584,167376,8370,Employed,42.4,51+,'+91-3822719032',b42ac7@testmail.in
LEAD_162e046ba57f4e2c8dab7382863b2591,Single,587,59092,194075,Employed,38.4,18-25,'+91-2321630126',162e04@testmail.in
LEAD_159115e007704c34bd8c263a4d398264,Married,604,29175,280957,Unemployed,49.0,36-50,'+91-7053140904',159115@mail.com
LEAD_badf125548e74a85b64e707318fbaed7,Married,558,77748,56911,Employed,58.0,36-50,'+91-0584333302',badf12@mail.com
LEAD_fa65e33be22a42b68321a843108e51ab,Single,563,103442,18791,Employed,42.4,26-35,'+91-2423241653',fa65e3@example.com
LEAD_124fa897784f4f16bac762707491c425,Married,665,68479,14397,Employed,53.0,51+,'+91-2002515424',124fa8@mail.com
LEAD_17c492d534b04f3f8fe1306176d3df6c,Divorced,582,96942,9408,Employed,40.8,36-50,'+91-2005567975',17c492@example.com
LEAD_9160d91bc76e4681a96df41f96c8f421,Widowed,554,37438,9062,Employed,52.0,36-50,'+91-9838437874',9160d9@testmail.in
LEAD_588a50ba1a804d6fa6a83428f2847b15,Single,612,56817,49650,Employed,48.0,18-25,'+91-9356127184',588a50@example.com
LEAD_a5279171067043e1b5c383e3e4834c4e,Married,602,19381,5917,Employed,58.0,51+,'+91-4649770910',a52791@mail.com
LEAD_8fc06f1df97e4627af234ceb3e70cdd1,Married,498,28368,25723,Employed,53.0,18-25,'+91-3093422793',8fc06f@testmail.in
LEAD_774e9580c348446593c6d3f6e5bd3625,Divorced,615,75017,72357,Employed,55.0,51+,'+91-2670168229',774e95@example.com
LEAD_091af443084e4ef99bfc1de3dc626484,Married,635,77996,241648,Employed,46.0,26-35,'+91-3321803481',091af4@mail.com
LEAD_5203f711887c421488388415472575a8,Single,577,41887,6411,Self-Employed,60.0,26-35,'+91-7652746484',5203f7@example.com
LEAD_043d011c44474a2d98f6dd4d7a0f6074,Divorced,534,120502,658306,Employed,34.4,36-50,'+91-0483164165',043d01@testmail.in
LEAD_3e8dd22490284289b819e177cf7c8813,Widowed,609,24639,3270,Employed,54.0,51+,'+91-1499813120',3e8dd2@example.com
LEAD_44e8634e16eb491998b9c498b7582275,Single,588,140350,14459,Employed,38.4,18-25,'+91-1664461862',44e863@mail.com
LEAD_25e76e50a0434b349857dd655b5857ed,Married,591,34019,172049,Employed,53.0,51+,'+91-6701203192',25e76e@mail.com
LEAD_5ea155487cc74336bb16c0571b20c2af,Married,542,24857,18698,Employed,57.0,51+,'+91-8463719378',5ea155@mail.com
LEAD_b79ec1becc864be2af1f20b3d2ff02d6,Married,495,105382,366525,Unemployed,37.6,26-35,'+91-4563473616',b79ec1@example.com
LEAD_e5f572dec93f441cb5bdf9747f66c076,Single,680,32919,27761,Employed,48.0,51+,'+91-2390440944',e5f572@mail.com
LEAD_8b40373aefe44273b1777d68ae6af708,Divorced,585,98335,270991,Employed,51.0,18-25,'+91-8154018098',8b4037@mail.com
LEAD_92743da7587e412bba7de292f9d6c66c,Widowed,558,15000,75054,Employed,53.0,26-35,'+91-8925769590',92743d@example.com
LEAD_8b65b9dae0394d4fb6b795865f2b81e7,Divorced,622,32004,85445,Employed,49.0,36-50,'+91-5322921982',8b65b9@testmail.in
LEAD_bada241c18b845d4947ad9bd27114bab,Married,592,78394,7118,Employed,44.0,26-35,'+91-9299015578',bada24@mail.com
LEAD_34a7a4187a6c4362a9f8a2d2d090376e,Married,525,75381,602875,Employed,36.8,36-50,'+91-4179847198',34a7a4@mail.com
LEAD_98ce5d2c15f4404d953f556c40abd950,Single,517,15000,9197,Employed,61.0,36-50,'+91-1000100113',98ce5d@example.com
LEAD_7fb6c7e5b84d4776a68ff16621df4e12,Single,614,35774,300161,Employed,45.0,36-50,'+91-2944325618',7fb6c7@testmail.in
LEAD_7147efc0ac1d4f76832371b7eeea82eb,Single,506,16792,131206,Employed,56.0,36-50,'+91-6087282285',7147ef@testmail.in
LEAD_fafa99927ea54364b75f1058a8d8965e,Married,515,68226,8755,Employed,40.8,36-50,'+91-3122761854',fafa99@example.com
LEAD_50d92581eea94fd4a5a71d180fe68f8a,Married,535,54322,37611,Unemployed,52.0,36-50,'+91-8470452209',50d925@example.com
LEAD_91035b0b654b4451ad51a5ec5823d6c0,Married,630,44361,2133,Employed,58.0,51+,'+91-9515955375',91035b@testmail.in
LEAD_a9614fed5ce3429caa2505fccec9fdd9,Married,662,54768,9529,Employed,46.0,36-50,'+91-0654849242',a9614f@example.com
LEAD_343286247f6f430c877ec53e85028178,Married,515,27710,40722,Employed,61.0,36-50,'+91-9569062433',343286@mail.com
LEAD_ce4355c09a1a4285a06c7cddba729747,Single,555,25527,32891,Employed,54.0,26-35,'+91-3206625951',ce4355@testmail.in
LEAD_d087f21c10fc45838fa246c66b4b00aa,Widowed,559,102716,198943,Employed,40.0,36-50,'+91-9972272675',d087f2@mail.com
LEAD_8133d76efe0449f9bcd589126716ba44,Married,602,28020,12747,Unemployed,53.0,26-35,'+91-1268960229',8133d7@example.com
LEAD_bf4eb54415a74387a6bb1ed619d0ac4f,Single,528,31776,32618,Employed,51.0,18-25,'+91-8086779232',bf4eb5@testmail.in
LEAD_3eabfe4fab654a02886b7f0cca848806,Divorced,632,102734,146349,Employed,37.6,36-50,'+91-1254688111',3eabfe@mail.com
LEAD_de2ef0682b9b47a49ac27906910f8d7c,Single,572,24101,72221,Employed,61.0,26-35,'+91-2581240016',de2ef0@example.com
LEAD_820de1e42c7349c7b0baec96009ef63f,Married,534,115154,302034,Self-Employed,36.0,36-50,'+91-8096912456',820de1@example.com
LEAD_8899c85a86c24824a9e2fa947e5cace7,Single,473,130485,340337,Employed,37.6,36-50,'+91-5165024895',8899c8@example.com
LEAD_d77ce864d4da4833ad928c5ecc440412,Widowed,509,24999,122259,Employed,53.0,18-25,'+91-2348310270',d77ce8@example.com
LEAD_4023aba3632f44cfa638a883967e38c4,Married,431,71615,32556,Employed,58.0,26-35,'+91-3782336342',4023ab@mail.com
LEAD_6f74902b5bac4eac963a3a7f2271b644,Single,467,15000,4028,Employed,55.0,18-25,'+91-9793470045',6f7490@mail.com
LEAD_01b8abb3ebcb44358bf470fc336cb4ff,Single,511,58892,116803,Employed,46.0,26-35,'+91-4907346221',01b8ab@example.com
LEAD_386e50efa36b4ad1bcffc4ad9fc7fb58,Married,599,22501,37095,Unemployed,57.0,36-50,'+91-1707512397',386e50@testmail.in
LEAD_6a35428d05f349bfb59d150a92fd230f,Single,573,66327,2773,Employed,51.0,36-50,'+91-9801060479',6a3542@example.com
LEAD_4e01c32bfc9246f3ab852f624ad2e748,Married,611,49221,4779,Employed,54.0,26-35,'+91-2275323978',4e01c3@mail.com
LEAD_8aadf33e5f4d439484c05eddfebda080,Married,665,51598,10120,Unemployed,51.0,51+,'+91-0479642811',8aadf3@mail.com
LEAD_d8f3fd1b7a804f84bab5112cee2b0eeb,Single,522,20749,6496,Employed,61.0,18-25,'+91-9093225575',d8f3fd@example.com
LEAD_e853450acf444c37b211dfa4137e5f24,Single,621,93409,21297,Employed,45.0,51+,'+91-3368975349',e85345@mail.com
LEAD_f39b3d969af44d42bc0bcf2958138b77,Divorced,563,50671,118462,Employed,49.0,26-35,'+91-3953464109',f39b3d@example.com
LEAD_6e4d5d29fe9b4c7e84c0c81d53bfe36c,Married,497,30360,278212,Employed,38.4,36-50,'+91-7464011888',6e4d5d@example.com
LEAD_503ec30322d84a3fb5a2cfa3a0ae7090,Single,575,36442,1426,Self-Employed,54.0,26-35,'+91-7764433618',503ec3@testmail.in
LEAD_6ad3acbb6ab140dba1d92ca7cd4bbfe4,Married,463,51123,17848,Employed,52.0,51+,'+91-9958579624',6ad3ac@mail.com
LEAD_3f13dfb3e67b4900aba4b711398d5d61,Single,440,38783,10067,Employed,42.4,18-25,'+91-8354924027',3f13df@mail.com
LEAD_792bac8b92b4471abe4cfa640d66d07a,Married,437,49092,13425,Unemployed,55.0,36-50,'+91-9555006492',792bac@testmail.in
LEAD_f3708710fe514aabbfc464201b070575,Married,539,105620,6203,Self-Employed,52.0,36-50,'+91-8529570232',f37087@mail.com
LEAD_e5cfdd60181847baad26f58e00fc99d8,Married,567,76617,79557,Employed,52.0,18-25,'+91-5510131664',e5cfdd@example.com
LEAD_61b7cdd9e60e43448438413d7af3aa28,Single,619,39371,6219,Self-Employed,54.0,26-35,'+91-8532580554',61b7cd@example.com
LEAD_e2620faaeee0413d9738202202ea7743,Single,568,76408,2239,Employed,51.0,36-50,'+91-2060445235',e2620f@example.com
LEAD_a61668cdf40b4fb2bbe3c6b0cb7d45e5,Single,611,54862,99394,Employed,39.2,26-35,'+91-6230618950',a61668@testmail.in
LEAD_d2971d2dc177430a98e6dbc23048fa80,Married,498,68675,58500,Employed,49.0,26-35,'+91-9690309073',d2971d@mail.com
LEAD_fe165d4278a04247a9075805636768f2,Divorced,494,32540,33228,Employed,57.0,26-35,'+91-4289757124',fe165d@example.com
LEAD_94be6f74878e4e518648551efd43f391,Married,486,53965,496117,Employed,36.0,36-50,'+91-5791253171',94be6f@mail.com
LEAD_96859d6dcc264fc59d787112b552481d,Single,528,36777,95056,Employed,50.0,26-35,'+91-7313494598',96859d@testmail.in
LEAD_152c7057122c4ad3b8d67ec50f9a534e,Divorced,612,84793,1606,Self-Employed,43.2,51+,'+91-1110370420',152c70@mail.com
LEAD_8495ee4bbac744c8937b7f0b07736f93,Married,592,54032,7023,Employed,55.0,26-35,'+91-6700004011',8495ee@testmail.in
LEAD_2932e021c18d43bda8242b58b3d610eb,Married,581,94141,637670,Employed,35.2,18-25,'+91-3504311148',2932e0@example.com
LEAD_da2138e2099440899c1a95cf198c4101,Married,641,156723,210641,Employed,40.8,51+,'+91-8101446136',da2138@mail.com
LEAD_ebf15e8991f247cdbbfbf55dc8ca454c,Married,505,31979,17130,Employed,57.0,26-35,'+91-4821235272',ebf15e@mail.com
LEAD_d4719b4db24c4919b6c21e601d4bc48c,Single,573,37252,448550,Employed,49.0,18-25,'+91-4236394740',d4719b@mail.com
LEAD_cffea7aed03e44938f00da7b169a23af,Widowed,574,34495,39646,Employed,56.0,18-25,'+91-4998195980',cffea7@mail.com
LEAD_64b0f4cc81074c3c8cd619e657a52977,Married,607,127793,95258,Employed,38.4,51+,'+91-8030751496',64b0f4@testmail.in
LEAD_59fa2466c31b4832986215a2202488f1,Widowed,589,50611,8232,Employed,50.0,26-35,'+91-8403327035',59fa24@mail.com
LEAD_c9985022e9984689a6a05988b9168d67,Married,591,182157,100270,Unemployed,49.0,36-50,'+91-7366612118',c99850@mail.com
LEAD_d84be5520bb84c4cadafb9d7711265ce,Married,629,49679,2832,Employed,60.0,36-50,'+91-7189968942',d84be5@example.com
LEAD_445682f75ff042d3896c20d6b291c3d3,Married,567,132794,56593,Employed,45.6,51+,'+91-9288797430',445682@example.com
LEAD_bbbf81bf1c23465da38dcc1900008fc1,Single,505,119720,199727,Employed,35.2,36-50,'+91-6751035140',bbbf81@testmail.in
LEAD_1131af9afd064c479422485b2e9cefd4,Single,561,124182,174128,Self-Employed,38.4,51+,'+91-9016972630',1131af@mail.com
LEAD_faaf4eb02aba4c20a6f827a5d8002e39,Single,469,34528,20374,Employed,55.0,36-50,'+91-1783747837',faaf4e@example.com
LEAD_dfbf7556f60c4f4b963e77231d13644a,Married,675,67811,99789,Unemployed,61.0,51+,'+91-4640771245',dfbf75@mail.com
LEAD_c82c68112880417dbc3501664125f4aa,Married,581,42550,9053,Employed,52.0,36-50,'+91-9450711781',c82c68@example.com
LEAD_4a445797a9584e55b2b3cca4357be5d6,Single,580,107034,200130,Employed,36.0,36-50,'+91-9290310075',4a4457@testmail.in
LEAD_1bbddbb8e21849f9aaac8244d5113104,Single,614,38231,7478,Employed,51.0,26-35,'+91-1188969154',1bbddb@mail.com
LEAD_acb7ba825b6943889b4d65eb7cafd0ea,Married,497,38576,7030,Unemployed,56.0,36-50,'+91-1244478784',acb7ba@testmail.in
LEAD_490414a3e9a44f7f9aedb600b7024e31,Married,649,85350,16668,Employed,40.8,36-50,'+91-3585489682',490414@example.com
LEAD_117a965293214d0eb737444e6faddda1,Married,468,16985,22249,Employed,52.0,26-35,'+91-1271947709',117a96@example.com
LEAD_2e2568f9936f4f5a97e4331dc203d3e4,Single,604,86266,89075,Employed,36.0,36-50,'+91-7226781905',2e2568@example.com
LEAD_9dc816b177a2418e94b1d365b5cec901,Married,622,25788,1080,Self-Employed,59.0,51+,'+91-9553168055',9dc816@testmail.in
LEAD_486366b1760a414fa696bffd7bf46b91,Married,621,44300,33572,Employed,61.0,51+,'+91-6873469915',486366@mail.com
LEAD_3fcb9df1a0724d358be042ef870959e1,Single,614,108114,16160,Employed,36.0,36-50,'+91-5340152751',3fcb9d@mail.com
LEAD_38c75be355e14424990d391cc12f4042,Single,630,42655,4521,Employed,52.0,51+,'+91-3054751038',38c75b@testmail.in
LEAD_2d1dd43d483f478a93fc2b697a3672c3,Married,550,44760,8621,Self-Employed,56.0,26-35,'+91-9468729379',2d1dd4@example.com
LEAD_03680f5e8a9b4044ac84d0c148edc649,Married,565,95473,245460,Employed,37.6,36-50,'+91-3355045571',03680f@example.com
LEAD_c41226ac69494aa38d8ec84100a46673,Single,647,23690,37953,Unemployed,55.0,51+,'+91-1826134057',c41226@mail.com
LEAD_df70863399b3449f9726fa19ff54aeab,Married,618,61805,149284,Unemployed,46.0,26-35,'+91-7757147349',df7086@testmail.in
LEAD_d937f7d20a6c4580b0c729c6f0ca6bee,Divorced,426,46971,5373,Employed,59.0,26-35,'+91-4334389087',d937f7@testmail.in
LEAD_5a74911279714595ba9f627bb48173a6,Single,689,30285,5655,Employed,59.0,51+,'+91-7175686723',5a7491@testmail.in
LEAD_45e2dc5b33e94796b3621e3dae5f5ee0,Married,582,20355,4373,Employed,51.0,26-35,'+91-0061221994',45e2dc@example.com
LEAD_d6977b912cd945deb8c4832e718be649,Married,496,101242,20655,Self-Employed,52.0,18-25,'+91-7395934834',d6977b@example.com
LEAD_9527b69255e441c8bfa5d76c08fa8e44,Married,542,27878,76134,Employed,49.0,51+,'+91-9538099320',9527b6@testmail.in
LEAD_2258c6b770df4ebd919655a8cc1a226a,Married,626,41181,7820,Employed,49.0,51+,'+91-3690044589',2258c6@mail.com
LEAD_7efb3e9f131944099acfea7399d567f0,Widowed,523,15000,34002,Employed,58.0,36-50,'+91-4139424665',7efb3e@testmail.in
LEAD_b28192e069864393b65d06667a1bf92c,Married,599,26559,6906,Employed,55.0,36-50,'+91-7708623859',b28192@testmail.in
LEAD_c9eafc3bf19048ba8bb20115b30a1c74,Married,570,73948,9276,Unemployed,53.0,26-35,'+91-7411869596',c9eafc@testmail.in
LEAD_41e85d90196a421aa5105c189bb8f259,Single,607,73802,6935,Employed,53.0,36-50,'+91-6651150833',41e85d@mail.com
LEAD_e071f8c629034493afbaaefa5736e9f7,Divorced,621,81162,145164,Employed,34.4,51+,'+91-6311173771',e071f8@example.com
LEAD_62226d062dc140ef9016f150ff826a26,Single,575,70758,6230,Employed,56.0,36-50,'+91-2523966209',62226d@testmail.in
LEAD_c72f724aefc14b99bf3427e082b6bfd1,Single,516,24950,115351,Unemployed,73.0,51+,'+91-4594864476',c72f72@testmail.in
LEAD_51b5b6e689ba46899121c024b4fde772,Married,568,51812,58827,Employed,56.0,26-35,'+91-2736597895',51b5b6@testmail.in
LEAD_aa53a466a55442b490819fa1b83994f6,Married,549,38395,25090,Employed,53.0,36-50,'+91-8123774086',aa53a4@testmail.in
LEAD_b0f18dff503242a78989106e102f4424,Married,580,19326,29337,Employed,55.0,26-35,'+91-2567107626',b0f18d@mail.com
LEAD_7982f293f2094120bf382ee05e793ee2,Married,559,40136,13262,Employed,54.0,26-35,'+91-4814335667',7982f2@example.com
LEAD_c496416286a9443c9f52b7b7744f3db1,Married,528,111721,45218,Employed,39.2,36-50,'+91-8643923115',c49641@testmail.in
LEAD_42e3e774513d464ea9c528362c76a3ab,Divorced,624,114951,296808,Unemployed,44.8,36-50,'+91-8846499789',42e3e7@testmail.in
LEAD_212f538453924a61a9500106eeb73b05,Married,476,90961,6383,Employed,51.0,36-50,'+91-3610994376',212f53@testmail.in
LEAD_641070f947f1480f9a1536dcdb66c195,Single,561,69822,43089,Unemployed,61.0,51+,'+91-4292133525',641070@example.com
LEAD_09d1bd3208f04b36b08b1c18116395c7,Widowed,560,33242,107303,Employed,55.0,36-50,'+91-2160921888',09d1bd@example.com
LEAD_962401867d8b42fcbae3317a8248e1eb,Divorced,458,73956,6221,Employed,42.4,51+,'+91-0491090622',962401@testmail.in
LEAD_c9b1b1b3c2fb48c9b1efd7db01406f80,Married,527,52130,1357,Employed,55.0,36-50,'+91-5190384462',c9b1b1@testmail.in
LEAD_f9585602933e4b4bbc5b2661a8cc9333,Divorced,608,44132,2953,Employed,48.0,51+,'+91-7204127866',f95856@mail.com
LEAD_1184e6464e11433da33af8ca0763cc71,Single,551,92963,36999,Unemployed,42.4,51+,'+91-0398241981',1184e6@mail.com
LEAD_8573a0c94e9247798a72ef0941321a2b,Divorced,664,86576,10661,Employed,50.0,36-50,'+91-8931648027',8573a0@example.com
LEAD_86861f9d41814b1ea5490a70cbcb53e4,Married,531,31405,88821,Employed,49.0,26-35,'+91-4933364402',86861f@example.com
LEAD_41493b9bf56245e1b82685b24ddd6b44,Married,456,26968,207933,Employed,39.2,26-35,'+91-6700803559',41493b@mail.com
LEAD_9877316862a947ddac4dc24197289180,Single,538,19344,133043,Employed,54.0,36-50,'+91-1503901876',987731@example.com
LEAD_cba10f5a5d4544108842a2ce56c19001,Married,521,53465,6050,Self-Employed,56.0,36-50,'+91-5023030428',cba10f@testmail.in
LEAD_da033df4e8e442b2b98f1803c529b190,Married,668,108372,61796,Self-Employed,37.6,36-50,'+91-3677019184',da033d@example.com
LEAD_ebae640ad2e44fd4a0ffc705af9bcbc4,Married,585,37801,38453,Employed,53.0,36-50,'+91-4033305948',ebae64@testmail.in
LEAD_51eae98cd32f47678f5d3c71327e5cfa,Married,463,21988,10718,Employed,58.0,36-50,'+91-8306283822',51eae9@testmail.in
LEAD_d241793d59894e6497f625542358db64,Married,551,54285,14024,Employed,57.0,26-35,'+91-7538213527',d24179@mail.com
LEAD_fe2d7aa8be5b41eba1c738a83460aa2c,Single,650,146292,23107,Employed,36.8,36-50,'+91-9226589697',fe2d7a@example.com
LEAD_db85305cd1984fb085635a71e34f6b22,Married,648,152732,46474,Employed,36.8,51+,'+91-1050437571',db8530@testmail.in
LEAD_452f6c265fb14ed7811d3f5ead079a69,Married,554,138747,20003,Employed,37.6,51+,'+91-1601444069',452f6c@testmail.in
LEAD_69b91d62e72e45849409eee8c00853be,Married,597,48422,9127,Employed,55.0,36-50,'+91-3971130552',69b91d@example.com
